ID,post_type,post_title,post_content,post_excerpt,post_status,post_name,guid,associated_media,failed_media
309627,professional,"Océanick Plancher",,,publish,oceanick-plancher,https://legendesreno.ca/professional/oceanick-plancher/,0,0
309628,professional,"Pelletier Déco Surfaces",,,publish,pelletier-deco-surfaces,https://legendesreno.ca/professional/pelletier-deco-surfaces/,0,0
309629,professional,"Bois Franc Dupont Enr",,,publish,bois-franc-dupont-enr,https://legendesreno.ca/professional/bois-franc-dupont-enr/,0,0
309630,professional,"Plancher G.B.",,,publish,plancher-g-b,https://legendesreno.ca/professional/plancher-g-b/,0,0
309631,professional,"Tapis Xtra | Couvre-planchers & Magasin de revêtements de sol à Québec",,,publish,tapis-xtra-couvre-planchers-magasin-de-revetements-de-sol-a-quebec,https://legendesreno.ca/professional/tapis-xtra-couvre-planchers-magasin-de-revetements-de-sol-a-quebec/,0,0
309632,professional,"L'Economie en Plancher Bois Franc",,,publish,leconomie-en-plancher-bois-franc,https://legendesreno.ca/professional/leconomie-en-plancher-bois-franc/,0,0
309633,professional,"Flordeco - Quebec - BFC",,,publish,flordeco-quebec-bfc,https://legendesreno.ca/professional/flordeco-quebec-bfc/,0,0
309634,professional,"Plancher Roch Tessier Inc",,,publish,plancher-roch-tessier-inc,https://legendesreno.ca/professional/plancher-roch-tessier-inc/,0,0
309635,professional,"Epoxy Design",,,publish,epoxy-design,https://legendesreno.ca/professional/epoxy-design/,0,0
309636,professional,"Céramique L'entrepôt Québec",,,publish,ceramique-lentrepot-quebec,https://legendesreno.ca/professional/ceramique-lentrepot-quebec/,0,0
309637,professional,"Sélection Bois-Francs Atelier Québec | Sablage & Service de revernissage de sols à Charlesbourg",,,publish,selection-bois-francs-atelier-quebec-sablage-service-de-revernissage-de-sols-a-charlesbourg,https://legendesreno.ca/professional/selection-bois-francs-atelier-quebec-sablage-service-de-revernissage-de-sols-a-charlesbourg/,0,0
309638,professional,"Rénovation Arsoli Inc. - Carreleur, Plancher chauffant, Pose de Céramique Beauport",,,publish,renovation-arsoli-inc-carreleur-plancher-chauffant-pose-de-ceramique-beauport,https://legendesreno.ca/professional/renovation-arsoli-inc-carreleur-plancher-chauffant-pose-de-ceramique-beauport/,0,0
309639,professional,"Sélection Bois Francs Chemin du Lac Jaune | Sablage & Service de revernissage de sols à Québec",,,publish,selection-bois-francs-chemin-du-lac-jaune-sablage-service-de-revernissage-de-sols-a-quebec,https://legendesreno.ca/professional/selection-bois-francs-chemin-du-lac-jaune-sablage-service-de-revernissage-de-sols-a-quebec/,0,0
309640,professional,"Parquet Québec",,,publish,parquet-quebec,https://legendesreno.ca/professional/parquet-quebec/,0,0
309641,professional,"Plancher Lanthier Québec",,,publish,plancher-lanthier-quebec,https://legendesreno.ca/professional/plancher-lanthier-quebec/,0,0
309642,professional,"Les Couvre-Planchers Orléans",,,publish,les-couvre-planchers-orleans,https://legendesreno.ca/professional/les-couvre-planchers-orleans/,0,0
309643,professional,"Toiture Québec",,,publish,toiture-quebec,https://legendesreno.ca/professional/toiture-quebec/,0,0
309644,professional,"Toiture Royale MD",,,publish,toiture-royale-md,https://legendesreno.ca/professional/toiture-royale-md/,0,0
309645,professional,"Toitures Bellevue Inc.",,,publish,toitures-bellevue-inc,https://legendesreno.ca/professional/toitures-bellevue-inc/,0,0
309646,professional,Pro-Tec-Toit,,,publish,pro-tec-toit,https://legendesreno.ca/professional/pro-tec-toit/,0,0
309647,professional,"Toiture FMB inc",,,publish,toiture-fmb-inc,https://legendesreno.ca/professional/toiture-fmb-inc/,0,0
309648,professional,"Toitures JO Inc. - Couvreur Toit plat, Bardeau",,,publish,toitures-jo-inc-couvreur-toit-plat-bardeau,https://legendesreno.ca/professional/toitures-jo-inc-couvreur-toit-plat-bardeau/,0,0
309649,professional,"L2 Toiture",,,publish,l2-toiture,https://legendesreno.ca/professional/l2-toiture/,0,0
309650,professional,"Toitures Fortifiées inc",,,publish,toitures-fortifiees-inc,https://legendesreno.ca/professional/toitures-fortifiees-inc/,0,0
309651,professional,"Econo-Toit 2000",,,publish,econo-toit-2000,https://legendesreno.ca/professional/econo-toit-2000/,0,0
309652,professional,"Toiture, couvreur et déneigement ville de Québec Quebectoiture.com",,,publish,toiture-couvreur-et-deneigement-ville-de-quebec-quebectoiture-com,https://legendesreno.ca/professional/toiture-couvreur-et-deneigement-ville-de-quebec-quebectoiture-com/,0,0
309653,professional,"URBI — Restauration de Toiture de Tôle (Résidentiel)",,,publish,urbi-restauration-de-toiture-de-tole-residentiel,https://legendesreno.ca/professional/urbi-restauration-de-toiture-de-tole-residentiel/,0,0
309654,professional,"Toiture Cameron Construction | Recouvrement, Réfection & Revêtement de toiture | Couvreur | à Québec",,,publish,toiture-cameron-construction-recouvrement-refection-revetement-de-toiture-couvreur-a-quebec,https://legendesreno.ca/professional/toiture-cameron-construction-recouvrement-refection-revetement-de-toiture-couvreur-a-quebec/,0,0
309655,professional,"Toiture Charlesbourg Inc",,,publish,toiture-charlesbourg-inc,https://legendesreno.ca/professional/toiture-charlesbourg-inc/,0,0
309656,professional,"Couverture DC | Rénovation & Entrepreneur en toiture à Québec",,,publish,couverture-dc-renovation-entrepreneur-en-toiture-a-quebec,https://legendesreno.ca/professional/couverture-dc-renovation-entrepreneur-en-toiture-a-quebec/,0,0
309657,professional,"Toit plat de la Capitale",,,publish,toit-plat-de-la-capitale,https://legendesreno.ca/professional/toit-plat-de-la-capitale/,0,0
309658,professional,"Toitures Hillman",,,publish,toitures-hillman,https://legendesreno.ca/professional/toitures-hillman/,0,0
309659,professional,"Toiture Alpha Québec",,,publish,toiture-alpha-quebec,https://legendesreno.ca/professional/toiture-alpha-quebec/,0,0
309660,professional,"Toitures XLS Québec",,,publish,toitures-xls-quebec,https://legendesreno.ca/professional/toitures-xls-quebec/,0,0
309661,professional,"Toitures ALX",,,publish,toitures-alx,https://legendesreno.ca/professional/toitures-alx/,0,0
309662,professional,"Toitures Célestes",,,publish,toitures-celestes,https://legendesreno.ca/professional/toitures-celestes/,0,0
309663,professional,"Fenplast - Portes et fenêtres Québec | Québec",,,publish,fenplast-portes-et-fenetres-quebec-quebec,https://legendesreno.ca/professional/fenplast-portes-et-fenetres-quebec-quebec/,0,0
309664,professional,"Portes et Fenêtres de la Capitale inc.",,,publish,portes-et-fenetres-de-la-capitale-inc,https://legendesreno.ca/professional/portes-et-fenetres-de-la-capitale-inc/,0,0
309665,professional,"Vaillancourt Portes et Fenêtres | Québec",,,publish,vaillancourt-portes-et-fenetres-quebec,https://legendesreno.ca/professional/vaillancourt-portes-et-fenetres-quebec/,0,0
309666,professional,"Gagné Portes et Fenêtres",,,publish,gagne-portes-et-fenetres,https://legendesreno.ca/professional/gagne-portes-et-fenetres/,0,0
309667,professional,"Caron & Guay - Portes et fenêtres / Succursale de Québec",,,publish,caron-guay-portes-et-fenetres-succursale-de-quebec,https://legendesreno.ca/professional/caron-guay-portes-et-fenetres-succursale-de-quebec/,0,0
309668,professional,"Lorendo Portes et Fenêtres - Québec",,,publish,lorendo-portes-et-fenetres-quebec,https://legendesreno.ca/professional/lorendo-portes-et-fenetres-quebec/,0,0
309669,professional,"Isothermic Québec",,,publish,isothermic-quebec,https://legendesreno.ca/professional/isothermic-quebec/,0,0
309670,professional,"Pièces de portes et fenêtres en gros | Québec-Lévis",,,publish,pieces-de-portes-et-fenetres-en-gros-quebec-levis,https://legendesreno.ca/professional/pieces-de-portes-et-fenetres-en-gros-quebec-levis/,0,0
309671,professional,"Fenplast - Portes et fenêtres Québec | Beauport",,,publish,fenplast-portes-et-fenetres-quebec-beauport,https://legendesreno.ca/professional/fenplast-portes-et-fenetres-quebec-beauport/,0,0
309672,professional,"Pièces Portes et Fenêtres-PE Fraser",,,publish,pieces-portes-et-fenetres-pe-fraser,https://legendesreno.ca/professional/pieces-portes-et-fenetres-pe-fraser/,0,0
309673,professional,"JM Fraser Réparation de portes et fenetres",,,publish,jm-fraser-reparation-de-portes-et-fenetres,https://legendesreno.ca/professional/jm-fraser-reparation-de-portes-et-fenetres/,0,0
309674,professional,"Portes et fenêtres Futura manufacturier, succursale Québec",,,publish,portes-et-fenetres-futura-manufacturier-succursale-quebec,https://legendesreno.ca/professional/portes-et-fenetres-futura-manufacturier-succursale-quebec/,0,0
309675,professional,"Portes et fenêtres Futura manufacturier, usine de porte Québec",,,publish,portes-et-fenetres-futura-manufacturier-usine-de-porte-quebec,https://legendesreno.ca/professional/portes-et-fenetres-futura-manufacturier-usine-de-porte-quebec/,0,0
309676,professional,"Menuiserie Delisle - Porte et fenêtre de bois",,,publish,menuiserie-delisle-porte-et-fenetre-de-bois,https://legendesreno.ca/professional/menuiserie-delisle-porte-et-fenetre-de-bois/,0,0
309677,professional,"Basco Portes et Fenêtres | Québec",,,publish,basco-portes-et-fenetres-quebec,https://legendesreno.ca/professional/basco-portes-et-fenetres-quebec/,0,0
309678,professional,"DÉSEMBUAGE QUÉBEC",,,publish,desembuage-quebec,https://legendesreno.ca/professional/desembuage-quebec/,0,0
309679,professional,"Fenêtres Panorama Inc",,,publish,fenetres-panorama-inc,https://legendesreno.ca/professional/fenetres-panorama-inc/,0,0
309680,professional,"Branchaud Portes et Fenêtres",,,publish,branchaud-portes-et-fenetres,https://legendesreno.ca/professional/branchaud-portes-et-fenetres/,0,0
309681,professional,"Fenexart, une signature de Contracto 3000 inc.",,,publish,fenexart-une-signature-de-contracto-3000-inc,https://legendesreno.ca/professional/fenexart-une-signature-de-contracto-3000-inc/,0,0
309682,professional,Elgeco,,,publish,elgeco,https://legendesreno.ca/professional/elgeco/,0,0
309683,professional,"M.D. Électrique",,,publish,m-d-electrique,https://legendesreno.ca/professional/m-d-electrique/,0,0
309684,professional,"Éric Claveau Entrepreneur Électricien",,,publish,eric-claveau-entrepreneur-electricien,https://legendesreno.ca/professional/eric-claveau-entrepreneur-electricien/,0,0
309685,professional,STEQ,,,publish,steq,https://legendesreno.ca/professional/steq/,0,0
309686,professional,"Newtec électricité inc",,,publish,newtec-electricite-inc,https://legendesreno.ca/professional/newtec-electricite-inc/,0,0
309687,professional,"Robert Gingras Electricien Inc",,,publish,robert-gingras-electricien-inc,https://legendesreno.ca/professional/robert-gingras-electricien-inc/,0,0
309688,professional,"E3 Électricité inc.",,,publish,e3-electricite-inc,https://legendesreno.ca/professional/e3-electricite-inc/,0,0
309689,professional,"Électricité Phénix Inc.",,,publish,electricite-phenix-inc,https://legendesreno.ca/professional/electricite-phenix-inc/,0,0
309690,professional,"Electricité Des Deux Rives Inc",,,publish,electricite-des-deux-rives-inc,https://legendesreno.ca/professional/electricite-des-deux-rives-inc/,0,0
309691,professional,"ABC Électrique",,,publish,abc-electrique,https://legendesreno.ca/professional/abc-electrique/,0,0
309692,professional,"Louis Renaud Électricien",,,publish,louis-renaud-electricien,https://legendesreno.ca/professional/louis-renaud-electricien/,0,0
309693,professional,"Trottier Electrique Inc",,,publish,trottier-electrique-inc,https://legendesreno.ca/professional/trottier-electrique-inc/,0,0
309694,professional,"JF Plomberie Électricité",,,publish,jf-plomberie-electricite,https://legendesreno.ca/professional/jf-plomberie-electricite/,0,0
309695,professional,"Thibault Electrique Inc",,,publish,thibault-electrique-inc,https://legendesreno.ca/professional/thibault-electrique-inc/,0,0
309696,professional,"GME Électrique",,,publish,gme-electrique,https://legendesreno.ca/professional/gme-electrique/,0,0
309697,professional,"Solutions Électriques S.m. Inc.",,,publish,solutions-electriques-s-m-inc,https://legendesreno.ca/professional/solutions-electriques-s-m-inc/,0,0
309698,professional,"E G M Electrique",,,publish,e-g-m-electrique,https://legendesreno.ca/professional/e-g-m-electrique/,0,0
309699,professional,"Electricite pc",,,publish,electricite-pc,https://legendesreno.ca/professional/electricite-pc/,0,0
309700,professional,"Electricité Beauport",,,publish,electricite-beauport,https://legendesreno.ca/professional/electricite-beauport/,0,0
309701,professional,"PLH électrique",,,publish,plh-electrique,https://legendesreno.ca/professional/plh-electrique/,0,0
309702,professional,"FIL SÉCUR",,,publish,fil-secur,https://legendesreno.ca/professional/fil-secur/,0,0
309703,professional,"Plomberie Solutions MJ Inc.",,,publish,plomberie-solutions-mj-inc,https://legendesreno.ca/professional/plomberie-solutions-mj-inc/,0,0
309704,professional,"Plomberie Solutech | Plombier à Québec",,,publish,plomberie-solutech-plombier-a-quebec,https://legendesreno.ca/professional/plomberie-solutech-plombier-a-quebec/,0,0
309705,professional,"Plomberie signature inc",,,publish,plomberie-signature-inc,https://legendesreno.ca/professional/plomberie-signature-inc/,0,0
309706,professional,"Plomberie Débouche Expert 24/7",,,publish,plomberie-debouche-expert-24-7,https://legendesreno.ca/professional/plomberie-debouche-expert-24-7/,0,0
309707,professional,"Plomberie Fortin",,,publish,plomberie-fortin,https://legendesreno.ca/professional/plomberie-fortin/,0,0
309708,professional,"Plomberie Amad'eau",,,publish,plomberie-amadeau,https://legendesreno.ca/professional/plomberie-amadeau/,0,0
309709,professional,"SOS Plomberie | Urgences 24/7, Débouchage, Inspection par caméra & Rénovation à Québec",,,publish,sos-plomberie-urgences-24-7-debouchage-inspection-par-camera-renovation-a-quebec,https://legendesreno.ca/professional/sos-plomberie-urgences-24-7-debouchage-inspection-par-camera-renovation-a-quebec/,0,0
309710,professional,"Plomberie Ghislain Gagné inc. | Plombier Ville de Québec",,,publish,plomberie-ghislain-gagne-inc-plombier-ville-de-quebec,https://legendesreno.ca/professional/plomberie-ghislain-gagne-inc-plombier-ville-de-quebec/,0,0
309711,professional,"Plomberie Lorenzo Robitaille et Fils Inc",,,publish,plomberie-lorenzo-robitaille-et-fils-inc,https://legendesreno.ca/professional/plomberie-lorenzo-robitaille-et-fils-inc/,0,0
309712,professional,"Plomberie Jeff Gagné inc.",,,publish,plomberie-jeff-gagne-inc,https://legendesreno.ca/professional/plomberie-jeff-gagne-inc/,0,0
309713,professional,"Plomberie Levasseur & Fils | Plombier à Québec",,,publish,plomberie-levasseur-fils-plombier-a-quebec,https://legendesreno.ca/professional/plomberie-levasseur-fils-plombier-a-quebec/,0,0
309714,professional,"Le Groupe LOGIC",,,publish,le-groupe-logic,https://legendesreno.ca/professional/le-groupe-logic/,0,0
309715,professional,"Plomberie X-EAU",,,publish,plomberie-x-eau,https://legendesreno.ca/professional/plomberie-x-eau/,0,0
309716,professional,"Plomberie Sylvain Genois",,,publish,plomberie-sylvain-genois,https://legendesreno.ca/professional/plomberie-sylvain-genois/,0,0
309717,professional,"Québec Plombier",,,publish,quebec-plombier,https://legendesreno.ca/professional/quebec-plombier/,0,0
309718,professional,"Plomberie Dufour inc.",,,publish,plomberie-dufour-inc,https://legendesreno.ca/professional/plomberie-dufour-inc/,0,0
309719,professional,"Plombier All'eau inc",,,publish,plombier-alleau-inc,https://legendesreno.ca/professional/plombier-alleau-inc/,0,0
309720,professional,"Boucher Lortie",,,publish,boucher-lortie,https://legendesreno.ca/professional/boucher-lortie/,0,0
309721,professional,"Peinture Résidentielle Qc",,,publish,peinture-residentielle-qc,https://legendesreno.ca/professional/peinture-residentielle-qc/,0,0
309722,professional,ProPeinture,,,publish,propeinture,https://legendesreno.ca/professional/propeinture/,0,0
309723,professional,"Peinture Le Monde Inc.",,,publish,peinture-le-monde-inc,https://legendesreno.ca/professional/peinture-le-monde-inc/,0,0
309724,professional,"Peinture Pro Gagné inc",,,publish,peinture-pro-gagne-inc,https://legendesreno.ca/professional/peinture-pro-gagne-inc/,0,0
309725,professional,"Sepia peinture",,,publish,sepia-peinture,https://legendesreno.ca/professional/sepia-peinture/,0,0
309726,professional,"Peinture Pure Distinction - Peintre à Saint-Émile / Notre-Dame-des-Laurentides",,,publish,peinture-pure-distinction-peintre-a-saint-emile-notre-dame-des-laurentides,https://legendesreno.ca/professional/peinture-pure-distinction-peintre-a-saint-emile-notre-dame-des-laurentides/,0,0
309727,professional,"Peinture TM Inc.",,,publish,peinture-tm-inc,https://legendesreno.ca/professional/peinture-tm-inc/,0,0
309728,professional,"Peinture André Routhier | Tirage de joints & Peintre en bâtiment à Québec",,,publish,peinture-andre-routhier-tirage-de-joints-peintre-en-batiment-a-quebec,https://legendesreno.ca/professional/peinture-andre-routhier-tirage-de-joints-peintre-en-batiment-a-quebec/,0,0
309729,professional,"Déco Romax — Peinture Extérieure & Travaux en Hauteur",,,publish,deco-romax-peinture-exterieure-travaux-en-hauteur,https://legendesreno.ca/professional/deco-romax-peinture-exterieure-travaux-en-hauteur/,0,0
309730,professional,"Zone peinture inc.",,,publish,zone-peinture-inc,https://legendesreno.ca/professional/zone-peinture-inc/,0,0
309731,professional,"Dubeau Peintre",,,publish,dubeau-peintre,https://legendesreno.ca/professional/dubeau-peintre/,0,0
309732,professional,"Peinture Patrick Bouillon",,,publish,peinture-patrick-bouillon,https://legendesreno.ca/professional/peinture-patrick-bouillon/,0,0
309733,professional,"Poirier Peinture Plus Inc",,,publish,poirier-peinture-plus-inc,https://legendesreno.ca/professional/poirier-peinture-plus-inc/,0,0
309734,professional,"Peinture Prestige JC inc.",,,publish,peinture-prestige-jc-inc,https://legendesreno.ca/professional/peinture-prestige-jc-inc/,0,0
309735,professional,"Peinture Capitale",,,publish,peinture-capitale,https://legendesreno.ca/professional/peinture-capitale/,0,0
